contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,3,0.010489656332666249,301587301.5873016,3163547.147946964,3.163547147946964
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,4,0.020355277176609756,301587301.5873016,6138893.1167553235,6.138893116755323
5450,Austin Watkins,austin watkins,NA,NA,27,NA,PHI,5,0.027440236078872974,301587301.5873016,8275626.753945818,8.275626753945819
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,1,0.006633620204189695,301587301.5873016,2000615.617136575,2.000615617136575
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,2,0.007904936284803215,301587301.5873016,2384028.4033533507,2.3840284033533505
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,3,0.012116116575836333,301587301.5873016,3654066.9038236565,3.6540669038236566
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,4,0.02198173741977984,301587301.5873016,6629412.8726320155,6.629412872632016
5451,Avery Davis,avery davis,00-0039186,NA,NA,3,DET,5,0.02906669632204306,301587301.5873016,8766146.50982251,8.76614650982251
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,1,0.004643091286988797,301587301.5873016,1400297.3722664625,1.4002973722664624
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,2,0.005914407367602322,301587301.5873016,1783710.15848324,1.78371015848324
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,3,0.010125587658635441,301587301.5873016,3053748.658953546,3.053748658953546
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,4,0.01999120850257894,301587301.5873016,6029094.627761903,6.0290946277619035
5452,Bo Melton,bo melton,00-0037091,MeltBo00,26,4,GB,5,0.027076167404842158,301587301.5873016,8165828.264952398,8.165828264952397
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,1,-0.0015596271257090374,301587301.5873016,-470363.73632494785,-0.4703637363249479
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,2,-2.8831104509551296e-4,301587301.5873016,-86950.95010817058,-0.08695095010817058
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,3,0.003922869245937605,301587301.5873016,1183087.550362135,1.183087550362135
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,4,0.013788490089881106,301587301.5873016,4158433.519170493,4.158433519170493
5453,Brandon Johnson,brandon johnson,00-0037382,JohnBr23,27,4,PIT,5,0.020873448992144328,301587301.5873016,6295167.1563609885,6.295167156360988
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,1,1.1888783345412363e-4,301587301.5873016,35855.06088298967,0.03585506088298967
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,2,0.0013902039140676473,301587301.5873016,419267.84709976666,0.41926784709976667
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,3,0.0056013842051007645,301587301.5873016,1689306.347570072,1.689306347570072
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,4,0.015467005049044283,301587301.5873016,4664652.316378435,4.664652316378435
5454,Braxton Berrios,braxton berrios,00-0034419,BerrBr00,30,8,HOU,5,0.02255196395130749,301587301.5873016,6801385.953568926,6.801385953568926
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,1,0.0061989967564150894,301587301.5873016,1869538.7043156622,1.8695387043156622
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,2,0.007470312837028617,301587301.5873016,2252951.49053244,2.25295149053244
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,3,0.011681493128061736,301587301.5873016,3522989.991002746,3.522989991002746
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,4,0.021547113972005243,301587301.5873016,6498335.959811105,6.498335959811105
5455,Braxton Burmeister,braxton burmeister,NA,NA,27,NA,LA,5,0.02863207287426846,301587301.5873016,8635069.597001601,8.635069597001602
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,1,0.006210593815044783,301587301.5873016,1873036.229934141,1.873036229934141
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,2,0.007481909895658309,301587301.5873016,2256449.016150919,2.2564490161509188
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,3,0.011693090186691428,301587301.5873016,3526487.5166212246,3.5264875166212244
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,4,0.021558711030634937,301587301.5873016,6501833.485429585,6.501833485429585
5456,Braxton Westfield,braxton westfield,NA,NA,NA,NA,IND,5,0.028643669932898155,301587301.5873016,8638567.12262008,8.63856712262008
5457,Braydon Johnson,braydon johnson,NA,NA,NA,NA,BUF,1,0.0075904908606647436,301587301.5873016,2289195.6563909547,2.289195656390955
5457,Braydon Johnson,braydon johnson,NA,NA,NA,NA,BUF,2,0.008861806941278269,301587301.5873016,2672608.442607732,2.672608442607732
5457,Braydon Johnson,braydon johnson,NA,NA,NA,NA,BUF,3,0.013072987232311387,301587301.5873016,3942646.9430780374,3.9426469430780373
5457,Braydon Johnson,braydon johnson,NA,NA,NA,NA,BUF,4,0.022938608076254894,301587301.5873016,6917992.911886397,6.9179929118863965
5457,Braydon Johnson,braydon johnson,NA,NA,NA,NA,BUF,5,0.03002356697851815,301587301.5873016,9054726.549076904,9.054726549076904
5458,Braylon Sanders,braylon sanders,00-0037355,SandBr00,27,4,WAS,1,0.0035185327993560458,301587301.5873016,1061144.8125042045,1.0611448125042044
5458,Braylon Sanders,braylon sanders,00-0037355,SandBr00,27,4,WAS,2,0.00478984887996957,301587301.5873016,1444557.5987209815,1.4445575987209816
5458,Braylon Sanders,braylon sanders,00-0037355,SandBr00,27,4,WAS,3,0.009001029171002687,301587301.5873016,2714596.0991912866,2.7145960991912865
5458,Braylon Sanders,braylon sanders,00-0037355,SandBr00,27,4,WAS,4,0.018866650014946196,301587301.5873016,5689942.067999647,5.689942067999647
5458,Braylon Sanders,braylon sanders,00-0037355,SandBr00,27,4,WAS,5,0.025951608917209414,301587301.5873016,7826675.705190142,7.826675705190142
5459,Brian Cobbs,brian cobbs,00-0039011,NA,26,3,ARI,1,0.005085987935644524,301587301.5873016,1533869.3774166026,1.5338693774166026
5459,Brian Cobbs,brian cobbs,00-0039011,NA,26,3,ARI,2,0.006357304016258054,301587301.5873016,1917282.1636333815,1.9172821636333814
5459,Brian Cobbs,brian cobbs,00-0039011,NA,26,3,ARI,3,0.010568484307291168,301587301.5873016,3187320.664103686,3.187320664103686
5459,Brian Cobbs,brian cobbs,00-0039011,NA,26,3,ARI,4,0.020434105151234675,301587301.5873016,6162666.632912045,6.162666632912045
5459,Brian Cobbs,brian cobbs,00-0039011,NA,26,3,ARI,5,0.027519064053497893,301587301.5873016,8299400.27010254,8.29940027010254
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,1,0.006210731742550745,301587301.5873016,1873077.8271184787,1.8730778271184787
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,2,0.007482047823164269,301587301.5873016,2256490.613335256,2.256490613335256
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,3,0.011693228114197388,301587301.5873016,3526529.113805562,3.526529113805562
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,4,0.021558848958140895,301587301.5873016,6501875.082613921,6.501875082613921
5460,Bryan Thompson,bryan thompson,00-0038680,ThomBr05,26,3,BUF,5,0.028643807860404113,301587301.5873016,8638608.719804415,8.638608719804415
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,1,0.006446406084814273,301587301.5873016,1944154.2160550982,1.9441542160550982
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,2,0.0077177221654277945,301587301.5873016,2327567.002271875,2.327567002271875
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,3,0.011928902456460909,301587301.5873016,3597605.502742179,3.597605502742179
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,4,0.021794523300404416,301587301.5873016,6572951.471550539,6.572951471550539
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,5,0.028879482202667634,301587301.5873016,8709685.108741034,8.709685108741034
5462,C.J. Johnson,c j johnson,NA,NA,NA,NA,SEA,1,0.0056752367251066416,301587301.5873016,1711579.3297940667,1.7115793297940667
5462,C.J. Johnson,c j johnson,NA,NA,NA,NA,SEA,2,0.00694655280572017,301587301.5873016,2094992.1160108452,2.0949921160108453
5462,C.J. Johnson,c j johnson,NA,NA,NA,NA,SEA,3,0.011157733096753287,301587301.5873016,3365030.6164811505,3.3650306164811505
5462,C.J. Johnson,c j johnson,NA,NA,NA,NA,SEA,4,0.021023353940696793,301587301.5873016,6340376.585289509,6.340376585289509
5462,C.J. Johnson,c j johnson,NA,NA,NA,NA,SEA,5,0.02810831284296001,301587301.5873016,8477110.222480005,8.477110222480004
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,1,-0.003661975202797776,301587301.5873016,-1104405.2198913929,-1.104405219891393
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,2,-0.00239065912218425,301587301.5873016,-720992.4336746151,-0.7209924336746151
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,3,0.0018205211688488655,301587301.5873016,549046.0667956896,0.5490460667956897
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,4,0.011686142012792378,301587301.5873016,3524392.035604051,3.524392035604051
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,5,0.018771100915055596,301587301.5873016,5661125.672794545,5.661125672794545
5464,Chase Cota,chase cota,00-0038651,CotaCh00,26,3,CLE,1,0.002115077473052218,301587301.5873016,637880.5077459071,0.6378805077459071
5464,Chase Cota,chase cota,00-0038651,CotaCh00,26,3,CLE,2,0.0033863935536657453,301587301.5873016,1021293.2939626852,1.021293293962685
5464,Chase Cota,chase cota,00-0038651,CotaCh00,26,3,CLE,3,0.007597573844698862,301587301.5873016,2291331.7944329903,2.29133179443299
5464,Chase Cota,chase cota,00-0038651,CotaCh00,26,3,CLE,4,0.017463194688642374,301587301.5873016,5266677.763241352,5.2666777632413515
5464,Chase Cota,chase cota,00-0038651,CotaCh00,26,3,CLE,5,0.02454815359090559,301587301.5873016,7403411.400431845,7.403411400431845
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,1,-0.002628499527345496,301587301.5873016,-792722.0796756259,-0.7927220796756259
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,2,-0.0013571834467319716,301587301.5873016,-409309.2934588486,-0.4093092934588486
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,3,0.002853996844301143,301587301.5873016,860729.2070114559,0.8607292070114559
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,4,0.012719617688244655,301587301.5873016,3836075.175819817,3.836075175819817
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,5,0.019804576590507873,301587301.5873016,5972808.813010312,5.972808813010312
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,1,0.008090130167057523,301587301.5873016,2439880.526572904,2.439880526572904
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,2,0.009361446247671044,301587301.5873016,2823293.31278968,2.82329331278968
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,3,0.013572626538704162,301587301.5873016,4093331.8132599858,4.093331813259986
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,4,0.023438247382647666,301587301.5873016,7068677.782068344,7.0686777820683435
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,5,0.030523206284910884,301587301.5873016,9205411.419258839,9.205411419258839
5467,Cody Chrest,cody chrest,00-0038430,NA,NA,3,IND,1,0.005654662380476369,301587301.5873016,1705374.3687150956,1.7053743687150955
5467,Cody Chrest,cody chrest,00-0038430,NA,NA,3,IND,2,0.006925978461089896,301587301.5873016,2088787.1549318735,2.0887871549318735
5467,Cody Chrest,cody chrest,00-0038430,NA,NA,3,IND,3,0.011137158752123013,301587301.5873016,3358825.655402179,3.3588256554021787
5467,Cody Chrest,cody chrest,00-0038430,NA,NA,3,IND,4,0.021002779596066522,301587301.5873016,6334171.624210539,6.33417162421054
5467,Cody Chrest,cody chrest,00-0038430,NA,NA,3,IND,5,0.02808773849832974,301587301.5873016,8470905.261401033,8.470905261401033
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,1,0.0030010570937543017,301587301.5873016,905080.7108147895,0.9050807108147895
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,2,0.004272373174367825,301587301.5873016,1288493.4970315665,1.2884934970315665
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,3,0.008483553465400941,301587301.5873016,2558531.9975018715,2.5585319975018717
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,4,0.01834917430934445,301587301.5873016,5533877.966310231,5.533877966310231
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,5,0.025434133211607667,301587301.5873016,7670611.603500726,7.670611603500726
5469,Cornell Powell,cornell powell,00-0036647,PoweCo00,28,5,HOU,1,0.0028508592108693652,301587301.5873016,859782.9366113959,0.8597829366113959
5469,Cornell Powell,cornell powell,00-0036647,PoweCo00,28,5,HOU,2,0.004122175291482892,301587301.5873016,1243195.722828174,1.243195722828174
5469,Cornell Powell,cornell powell,00-0036647,PoweCo00,28,5,HOU,3,0.008333355582516012,301587301.5873016,2513234.22329848,2.51323422329848
5469,Cornell Powell,cornell powell,00-0036647,PoweCo00,28,5,HOU,4,0.01819897642645952,301587301.5873016,5488580.192106839,5.48858019210684
5469,Cornell Powell,cornell powell,00-0036647,PoweCo00,28,5,HOU,5,0.025283935328722737,301587301.5873016,7625313.829297334,7.625313829297334
5470,D'Wayne Eskridge,d wayne eskridge,NA,NA,28,NA,MIA,1,0.016545296104433147,301587301.5873016,4989851.206098886,4.989851206098886
5470,D'Wayne Eskridge,d wayne eskridge,NA,NA,28,NA,MIA,2,0.017816612185046668,301587301.5873016,5373263.992315662,5.373263992315662
5470,D'Wayne Eskridge,d wayne eskridge,NA,NA,28,NA,MIA,3,0.022027792476079798,301587301.5873016,6643302.492785972,6.643302492785971
5470,D'Wayne Eskridge,d wayne eskridge,NA,NA,28,NA,MIA,4,0.03189341332002329,301587301.5873016,9618648.461594326,9.618648461594326
5470,D'Wayne Eskridge,d wayne eskridge,NA,NA,28,NA,MIA,5,0.0389783722222865,301587301.5873016,11755382.098784817,11.755382098784818
5471,Dallas Daniels,dallas daniels,NA,NA,NA,NA,DEN,1,0.005441299216506724,301587301.5873016,1641026.7478353614,1.6410267478353613
5471,Dallas Daniels,dallas daniels,NA,NA,NA,NA,DEN,2,0.0067126152971202545,301587301.5873016,2024439.5340521403,2.0244395340521404
5471,Dallas Daniels,dallas daniels,NA,NA,NA,NA,DEN,3,0.010923795588153368,301587301.5873016,3294478.0345224445,3.2944780345224443
5471,Dallas Daniels,dallas daniels,NA,NA,NA,NA,DEN,4,0.020789416432096877,301587301.5873016,6269824.003330804,6.269824003330805
5471,Dallas Daniels,dallas daniels,NA,NA,NA,NA,DEN,5,0.027874375334360095,301587301.5873016,8406557.6405213,8.4065576405213
5472,Daniel Arias,daniel arias,00-0038702,AriaDa00,27,3,ARI,1,0.0040074986593937635,301587301.5873016,1208610.7068012939,1.208610706801294
5472,Daniel Arias,daniel arias,00-0038702,AriaDa00,27,3,ARI,2,0.005278814740007286,301587301.5873016,1592023.4930180705,1.5920234930180706
5472,Daniel Arias,daniel arias,00-0038702,AriaDa00,27,3,ARI,3,0.009489995031040406,301587301.5873016,2862061.9934883765,2.8620619934883766
5472,Daniel Arias,daniel arias,00-0038702,AriaDa00,27,3,ARI,4,0.019355615874983915,301587301.5873016,5837407.962296736,5.837407962296736
5472,Daniel Arias,daniel arias,00-0038702,AriaDa00,27,3,ARI,5,0.026440574777247133,301587301.5873016,7974141.599487231,7.974141599487231
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,1,-2.928035422644321e-4,301587301.5873016,-88305.8302067335,-0.08830583020673351
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,2,9.785125383490907e-4,301587301.5873016,295106.9560100433,0.2951069560100433
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,3,0.00518969282938221,301587301.5873016,1565145.4564803492,1.565145456480349
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,4,0.015055313673325705,301587301.5873016,4540491.425288705,4.540491425288705
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,5,0.02214027257558893,301587301.5873016,6677225.062479202,6.677225062479201
5474,David Bell,david bell,00-0037257,BellDa02,25,4,CLE,1,0.006164173206109596,301587301.5873016,1859036.3637473385,1.8590363637473386
5474,David Bell,david bell,00-0037257,BellDa02,25,4,CLE,2,0.00743548928672312,301587301.5873016,2242449.1499641156,2.2424491499641155
5474,David Bell,david bell,00-0037257,BellDa02,25,4,CLE,3,0.011646669577756235,301587301.5873016,3512487.6504344204,3.5124876504344202
5474,David Bell,david bell,00-0037257,BellDa02,25,4,CLE,4,0.02151229042169974,301587301.5873016,6487833.61924278,6.48783361924278
5474,David Bell,david bell,00-0037257,BellDa02,25,4,CLE,5,0.028597249323962983,301587301.5873016,8624567.256433282,8.624567256433282
5475,David Durden,david durden,00-0038734,DurdDa00,27,3,DAL,1,0.004083266672431862,301587301.5873016,1231461.3774000856,1.2314613774000855
5475,David Durden,david durden,00-0038734,DurdDa00,27,3,DAL,2,0.005354582753045385,301587301.5873016,1614874.1636168621,1.6148741636168622
5475,David Durden,david durden,00-0038734,DurdDa00,27,3,DAL,3,0.009565763044078506,301587301.5873016,2884912.664087169,2.8849126640871687
5475,David Durden,david durden,00-0038734,DurdDa00,27,3,DAL,4,0.019431383888022014,301587301.5873016,5860258.632895528,5.860258632895528
5475,David Durden,david durden,00-0038734,DurdDa00,27,3,DAL,5,0.02651634279028523,301587301.5873016,7996992.270086023,7.996992270086023
5476,David Sills,david sills,00-0035359,SillDa01,30,7,ATL,1,4.169928773373839e-5,301587301.5873016,12575.975665730626,0.012575975665730627
5476,David Sills,david sills,00-0035359,SillDa01,30,7,ATL,2,0.0013130153683472633,301587301.5873016,395988.761882508,0.395988761882508
5476,David Sills,david sills,00-0035359,SillDa01,30,7,ATL,3,0.005524195659380381,301587301.5873016,1666027.2623528135,1.6660272623528134
5476,David Sills,david sills,00-0035359,SillDa01,30,7,ATL,4,0.01538981650332389,301587301.5873016,4641373.231161173,4.6413732311611735
5476,David Sills,david sills,00-0035359,SillDa01,30,7,ATL,5,0.022474775405587108,301587301.5873016,6778106.868351668,6.778106868351668
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,1,0.004571636450879765,301587301.5873016,1378747.5010589769,1.378747501058977
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,2,0.005842952531493288,301587301.5873016,1762160.2872757537,1.7621602872757536
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,3,0.010054132822526407,301587301.5873016,3032198.7877460592,3.032198787746059
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,4,0.019919753666469916,301587301.5873016,6007544.756554419,6.007544756554419
5477,David White Jr,david white jr,00-0039562,WhitDa06,25,2,BUF,5,0.027004712568733134,301587301.5873016,8144278.393744914,8.144278393744914
5478,Dax Milne,dax milne,00-0036671,MilnDa00,26,5,CAR,1,0.001484145692905717,301587301.5873016,447599.4946858512,0.4475994946858512
5478,Dax Milne,dax milne,00-0036671,MilnDa00,26,5,CAR,2,0.0027554617735192416,301587301.5873016,831012.2809026284,0.8310122809026285
5478,Dax Milne,dax milne,00-0036671,MilnDa00,26,5,CAR,3,0.006966642064552361,301587301.5873016,2101050.7813729346,2.1010507813729347
5478,Dax Milne,dax milne,00-0036671,MilnDa00,26,5,CAR,4,0.01683226290849587,301587301.5873016,5076396.750181294,5.076396750181294
5478,Dax Milne,dax milne,00-0036671,MilnDa00,26,5,CAR,5,0.023917221810759087,301587301.5873016,7213130.387371789,7.2131303873717885
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,1,3.890440515022764e-4,301587301.5873016,117330.74569116274,0.11733074569116274
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,2,0.0016603601321158,301587301.5873016,500743.5319079397,0.5007435319079397
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,3,0.00587154042314892,301587301.5873016,1770782.0323782458,1.770782032378246
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,4,0.015737161267092438,301587301.5873016,4746128.001186608,4.746128001186609
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,5,0.022822120169355642,301587301.5873016,6882861.638377099,6.882861638377099
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,1,0.013941415171903743,301587301.5873016,4204553.782002716,4.204553782002717
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,2,0.015212731252517268,301587301.5873016,4587966.568219494,4.587966568219494
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,3,0.019423911543550384,301587301.5873016,5858005.068689799,5.858005068689799
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,4,0.029289532387493905,301587301.5873016,8833351.037498163,8.833351037498163
5480,DeAndre Hopkins,deandre hopkins,00-0030564,HopkDe00,33,13,BAL,5,0.03637449128975712,301587301.5873016,10970084.674688658,10.970084674688657
5481,Deebo Samuel,deebo samuel,NA,NA,30,NA,WAS,1,0.04478830050762551,301587301.5873016,13507582.692775948,13.507582692775948
5481,Deebo Samuel,deebo samuel,NA,NA,30,NA,WAS,2,0.04605961658823903,301587301.5873016,13890995.478992725,13.890995478992725
5481,Deebo Samuel,deebo samuel,NA,NA,30,NA,WAS,3,0.05027079687927215,301587301.5873016,15161033.97946303,15.16103397946303
5481,Deebo Samuel,deebo samuel,NA,NA,30,NA,WAS,4,0.06013641772321565,301587301.5873016,18136379.94827139,18.13637994827139
5481,Deebo Samuel,deebo samuel,NA,NA,30,NA,WAS,5,0.06722137662547892,301587301.5873016,20273113.585461896,20.273113585461896
